"0.7263905632387941","Army_of_Darkness"
"0.8744236941769385","Barry_Lyndon"
"0.9254979753969378","Batman_&_Robin_(film)"
"0.6351754258325973","Batman_(1966_film)"
"0.6312038158517796","Batman_(1989_film)"
"0.7534577997121151","Batman_Forever"
"0.8651307763683306","Batman_Returns"
"0.9413506034073961","Blade_Runner"
"0.6462201961758129","Blazing_Saddles"
"0.8868545663551368","Blue_Velvet_(film)"
"0.7073228027016468","Braveheart"
"0.970351621302998","Bride_of_the_Monster"
"0.6807124320685549","Buffy_the_Vampire_Slayer_(film)"
"0.7571229101641402","Chariots_of_Fire"
"0.8973512485628415","Citizen_Kane"
"0.8114330254823952","Crouching_Tiger,_Hidden_Dragon"
"0.6255122457963196","Das_Boot"
"0.37938125464062106","Destry_Rides_Again"
"0.6871004598376648","Dr._Strangelove"
"0.850069380920943","Dressed_to_Kill_(1980_film)"
"0.7900391992410333","Enter_the_Dragon"
"0.7701558815821504","Escape_from_New_York"
"0.7032751661646747","Evil_Dead_II"
"0.9211431580653728","Eyes_Wide_Shut"
"0.7489445133525384","The_Evil_Dead"
"0.9384957725799166","Young_and_Innocent"
